514, 539
483, 539
264, 539
233, 539
139, 539
108, 539
77, 539
545, 508
451, 508
326, 508
295, 508
170, 508
545, 477
420, 477
358, 477
170, 477
545, 445
389, 445
170, 445
389, 414
171, 414
420, 383
358, 383
171, 383
77, 383
46, 383
420, 352
358, 352
202, 352
170, 352
139, 352
108, 352
451, 321
326, 321
264, 321
233, 321
170, 321
451, 290
326, 289
170, 289
451, 258
327, 258
171, 258
327, 227
171, 227
514, 196
482, 196
451, 196
420, 196
389, 196
358, 196
326, 196
295, 196
264, 196
233, 196
202, 196
170, 196
139, 196
108, 196
77, 196
46, 196
326, 165
170, 165
482, 133
326, 133
170, 133
451, 102
327, 102
171, 102
139, 102
108, 102
77, 102
420, 71
389, 71
327, 71
264, 71
233, 71
202, 71
326, 40
